,Descripcio,Nom_comercial,Codi_carrer,Nom_carrer,Numero_inf,Lletra_inf,Accessori_inf,Numero_sup,Lletra_sup, Accessori_sup,Escala,Pis,Porta,Id_edifici,Sector,utm_x_etrs89, utm_y_etrs89,lon,lat,Year
794,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,37,-,N,-,-,N,A,3,1,1364,Eixample Nord,485061.0,4647399.0,"2,81967655","41,97844747",2022
795,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,37,-,N,-,-,N,A,3,2,1364,Eixample Nord,485061.0,4647399.0,"2,81967655","41,97844747",2022
801,HABITATGE D'ÚS TURÍSTIC,-,74,Carrer de Tomás de Lorenzana,39,-,N,-,-,N,-,3,3,1364,Eixample Nord,485061.0,4647399.0,"2,81967655","41,97844747",2022
849,HABITATGE D'ÚS TURÍSTIC,-,78,Carrer de Bonastruc de Porta,17,-,N,-,-,N,-,5,2,8599,Eixample Nord,485072.0,4648073.0,"2,81979221","41,98451816",2022
885,HABITATGE D'ÚS TURÍSTIC,SLEEP & STAY,79,Carrer de Bonaventura Carreras i Peralta,13,-,N,-,-,N,-,1,-,5812,Barri Vell,485515.0,4648159.0,"2,82513787","41,98530100",2022
886,HABITATGE D'ÚS TURÍSTIC,SLEEP & STAY,79,Carrer de Bonaventura Carreras i Peralta,13,-,N,-,-,N,-,2,-,5812,Barri Vell,485515.0,4648159.0,"2,82513787","41,98530100",2022
887,HABITATGE D'ÚS TURÍSTIC,SLEEP & STAY,79,Carrer de Bonaventura Carreras i Peralta,13,-,N,-,-,N,-,3,-,5812,Barri Vell,485515.0,4648159.0,"2,82513787","41,98530100",2022
888,HABITATGE D'ÚS TURÍSTIC,SLEEP & STAY,79,Carrer de Bonaventura Carreras i Peralta,13,-,N,-,-,N,-,4,-,5812,Barri Vell,485515.0,4648159.0,"2,82513787","41,98530100",2022
892,HABITATGE D'ÚS TURÍSTIC,GIRONA COOL APARTMENTS,88,Carrer dels Calderers,3,-,N,-,-,N,-,1,1,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
893,HABITATGE D'ÚS TURÍSTIC,GIRONA COOL APARTMENTS,88,Carrer dels Calderers,3,-,N,-,-,N,-,1,2,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
894,HABITATGE D'ÚS TURÍSTIC,GIRONA COOL APARTMENTS,88,Carrer dels Calderers,3,-,N,-,-,N,-,2,1,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
895,HABITATGE D'ÚS TURÍSTIC,GIRONA COOL APARTMENTS,88,Carrer dels Calderers,3,-,N,-,-,N,-,2,2,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
896,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,3,-,N,-,-,N,-,3,1,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
897,HABITATGE D'ÚS TURÍSTIC,GIRONA COOL APARTMENTS,88,Carrer dels Calderers,3,-,N,-,-,N,-,3,2,6027,Barri Vell,485428.0,4648394.0,"2,82408179","41,98741596",2022
899,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,5,-,N,-,-,N,-,4,-,6028,Barri Vell,485426.0,4648402.0,"2,82405745","41,98748798",2022
901,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,8,-,N,-,-,N,-,1,-,6043,Barri Vell,485443.0,4648405.0,"2,82426261","41,98751531",2022
902,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,8,-,N,-,-,N,-,3,-,6043,Barri Vell,485443.0,4648405.0,"2,82426261","41,98751531",2022
904,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,9,-,N,-,-,N,-,4,-,6030,Barri Vell,485424.0,4648412.0,"2,82403306","41,98757801",2022
905,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,10,-,N,-,-,N,-,1,1,6039,Barri Vell,485445.0,4648414.0,"2,82428653","41,98759641",2022
906,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,10,-,N,-,-,N,-,2,1,6039,Barri Vell,485445.0,4648414.0,"2,82428653","41,98759641",2022
907,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,10,-,N,-,-,N,-,2,3,6039,Barri Vell,485445.0,4648414.0,"2,82428653","41,98759641",2022
910,HABITATGE D'ÚS TURÍSTIC,-,88,Carrer dels Calderers,12,-,N,-,-,N,-,1,2,6044,Barri Vell,485444.0,4648426.0,"2,82427416","41,98770447",2022
928,HABITATGE D'ÚS TURÍSTIC,-,89,Plaça de Francesc Calvet i Rubalcaba,13,-,N,-,-,N,-,3,-,1340,Eixample Nord,485279.0,4647465.0,"2,82230629","41,97904601",2022
989,HABITATGE D'ÚS TURÍSTIC,CAN PAGÈS,99,Disseminat de Campdorà,88,-,N,-,-,N,-,-,-,10449,Muntanya de Campdorà,487159.0,4651518.0,"2,84491063","42,01558280",2022
992,HABITATGE D'ÚS TURÍSTIC,-,101,Carrer de Can Llobet,10,-,N,-,-,N,-,-,-,8646,Montilivi,486050.0,4646305.0,"2,83164032","41,96861230",2022
993,HABITATGE D'ÚS TURÍSTIC,-,105,Carrer de Can Sunyer,1,-,N,3,-,N,-,2,2,8312,Taialà,484269.0,4648994.0,"2,81007395","41,99279765",2022
1002,HABITATGE D'ÚS TURÍSTIC,-,106,Carrer de Can Sureda,2,-,N,-,-,N,-,-,-,2971,Palau,484996.0,4645664.0,"2,81893622","41,96281966",2022
1023,HABITATGE D'ÚS TURÍSTIC,-,111,Passeig de José Canalejas,1,-,N,-,-,N,3,1,2,3858,Eixample Nord,485375.0,4648295.0,"2,82344443","41,98652332",2022
1024,HABITATGE D'ÚS TURÍSTIC,CASA CANALEJAS,111,Passeig de José Canalejas,1,-,N,-,-,N,4,1,2,3858,Eixample Nord,485375.0,4648295.0,"2,82344443","41,98652332",2022
1030,HABITATGE D'ÚS TURÍSTIC,-,111,Passeig de José Canalejas,2,-,N,-,-,N,6,3,1,3858,Eixample Nord,485375.0,4648295.0,"2,82344443","41,98652332",2022
1037,HABITATGE D'ÚS TURÍSTIC,-,113,Carrer del Canigó,21,-,N,23,-,N,-,BS,B2,220,Carme,485650.0,4647758.0,"2,82677737","41,98169181",2022
1069,HABITATGE D'ÚS TURÍSTIC,-,122,Carrer del Cardenal Margarit,7,-,N,-,-,N,-,1,1,11186,Eixample Nord,485202.0,4647162.0,"2,82138447","41,97631555",2022
1072,HABITATGE D'ÚS TURÍSTIC,-,122,Carrer del Cardenal Margarit,12,-,N,-,-,N,-,1,3,1435,Eixample Nord,485176.0,4647152.0,"2,82107090","41,97622500",2022
1075,HABITATGE D'ÚS TURÍSTIC,-,122,Carrer del Cardenal Margarit,14,-,N,-,-,N,-,3,1,1436,Eixample Nord,485173.0,4647132.0,"2,82103519","41,97604481",2022
1082,HABITATGE D'ÚS TURÍSTIC,EL REIENTINC,124,Carrer de Carme Auguet i Comalada,5,-,N,-,-,N,-,BS,1,7105,Sant Daniel,486564.0,4648578.0,"2,83779171","41,98909338",2022
1083,HABITATGE D'ÚS TURÍSTIC,-,124,Carrer de Carme Auguet i Comalada,6,-,N,-,-,N,-,-,-,11513,Sant Daniel,486580.0,4648592.0,"2,83798456","41,98921975",2022
1084,HABITATGE D'ÚS TURÍSTIC,-,124,Carrer de Carme Auguet i Comalada,22,-,N,-,-,N,-,BS,-,10281,Sant Daniel,486619.0,4648691.0,"2,83845314","41,99011207",2022
1086,HABITATGE D'ÚS TURÍSTIC,-,125,Carrer del Carme,13,-,N,-,-,N,-,1,1,338,Carme,485455.0,4647622.0,"2,82442685","41,98046333",2022
1087,HABITATGE D'ÚS TURÍSTIC,-,125,Carrer del Carme,13,-,N,-,-,N,-,1,2,338,Carme,485455.0,4647622.0,"2,82442685","41,98046333",2022
1088,HABITATGE D'ÚS TURÍSTIC,-,125,Carrer del Carme,13,-,N,-,-,N,-,4,-,338,Carme,485455.0,4647622.0,"2,82442685","41,98046333",2022
1095,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,1,1,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
1096,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,1,2,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
1097,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,2,1,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
1098,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,2,2,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
1099,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,3,2,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
1100,HABITATGE D'ÚS TURÍSTIC,CASA GIRONA,125,Carrer del Carme,19,-,N,-,-,N,-,3,4,341,Carme,485465.0,4647598.0,"2,82454815","41,98024735",2022
