Descripcio;Nom_comercial;Codi_carrer;Codi_via;Nom_carrer;Numero_inf;Lletra_inf;Accessori_inf;Numero_sup;Lletra_sup; Accessori_sup;Escala;Pis;Porta;Id_edifici;utm_x_ed50;utm_y_ed50;utm_x_etrs89; utm_y_etrs89;lon;lat
MAGATZEM MAQUINARIA TANCAT AL PUBLIC;FRINCO;13;CR;Albacete;8;;N;;;N;;BS;;4966;484361;4646429;484267;4646224;2,81012961;41,96785206
OFICINES;GREMI DE FLEQUERS DE LES COMARQUES GIRONINES;596;CR;Santa Eugènia;21;;N;;;N;;;B;4237;484758;4647831;484664;4647626;2,81488443;41,98048721
GESTORIA ADMINISTRATIVA;GESTORIA POU;172;CR;Cristòfor Grober;5;;N;;;N;;EN;1;3692;485248;4648120;485154;4647915;2,82079194;41,98309949
OFICINA D'ASSEGURANCES I FINANCES;POU CASAGRAN ASSESSORIA JURID.;172;CR;Cristòfor Grober;7;;N;;;N;;EN;1;3691;485248;4648142;485154;4647937;2,82079139;41,98329764
CENTRE OCUPACIONAL I SERVEI DE LLEURE PER A PERSONES AMB DISCAPACITAT;TALLER MONTILIVI ANGELUS;402;AV;Montilivi;123;;N;;;N;;;;3387;485801;4646122;485707;4645917;2,82751584;41,96511432
OPTICA;ÒPTICA MARAGALL;296;CR;Joan Maragall;20;;N;;;N;;BS;A;1219;485261;4647703;485167;4647498;2,82095935;41,97934395
BAR-RESTAURANT (CAT.2) AMB MÚSICA DE FONS AMBIENTAL;CAN NEPTÚ;272;CR;Hortes;7;;N;;;N;;BS;5;3750;485417;4648265;485323;4648060;2,82282842;41,98440861
JOIERIA;ROSA SALA;427;CR;Nou;16;;N;;;N;;BS;;3683;485249;4648082;485155;4647877;2,82080497;41,98275725
VENDA DE COTXES NOUS;GARATGE SADURNÍ;639;CR;Torín;1;B;N;;;N;;BS;;4080;484517;4648234;484423;4648029;2,81196468;41,98411219
CONSULTORI MEDIC OFTALMOLOGIA;DR. CARLOS TERUEL;289;PL;Independència;11;;N;;;N;1;2;;3858;485469;4648500;485375;4648295;2,82345033;41,98652614
COMERÇ AL MENOR DE FLORS I PLANTES;KENTIA;260;CR;Jaume I;34;;N;;;N;;BS;2;4014;485185;4648247;485091;4648042;2,82002823;41,98424215
VENDA DE MATERIAL ESPORTIU;ESPORTS PARRA;386;CR;Migdia;1;;N;;;N;;BS;3;1276;485322;4647554;485228;4647349;2,8216994;41,9780031
VENDA CONFECCIO PER NENS;Le petit Mirall;593;CR;Santa Clara;32;;N;;;N;;BS;;3735;485451;4648190;485357;4647985;2,82324072;41,98373374
CENTRE DE LOGOPÈDIA;CENTRE DE LOGOPÈDIA - PARLA-;291;CR;Isabel la Catòlica;5;;N;;;N;;BS;1;379;485617;4647538;485523;4647333;2,8252606;41,97786444
PERRUQUERIA;PERRUQUERIA;452;PJ;Pedreres;18;;N;;;N;;BS;;304;485674;4647824;485580;4647619;2,82594163;41,98044139
BAR;GRANJA CAFETERIA JAFER;24;CR;Andreu Tuyet i Santamaria;31;;N;;;N;;BS;;1917;485856;4646954;485762;4646749;2,82815953;41,97260888
LLIBRERIA PAPERERIA;LLIBRERIA NIVELL 2;386;CR;Migdia;12;;N;;;N;;BS;1;2717;485255;4647474;485161;4647269;2,82089269;41,97728131
VENDA REVESTIMENTS DECORATIUS;CENTRAL DEL BRICOLATGE;556;CR;Rutlla;133;;N;;;N;;BS;;1840;485337;4646907;485243;4646702;2,82189663;41,97217606
Vda.A LA PETITA CAIXES FORTS ALARMES ETC;FICHET;125;CR;Carme;157;;N;;;N;;BS;;468;485634;4647317;485540;4647112;2,82547121;41,97587428
SUPERMERCAT;DIA;503;CR;Puigneulós;1;;N;;;N;;BS;1;5354;484161;4646867;484067;4646662;2,80770407;41,97179298
INSTAL.LACIONS DE SECAT;ADF;56;CR;Barcelona;193;;N;;;N;;;;2574;484569;4646043;484475;4645838;2,81265003;41,96437958
FARMACIA;FARMÀCIA LABORATORI E. CARDELÚS;596;CR;Santa Eugènia;94;;N;;;N;;BS;1;4339;484518;4647740;484424;4647535;2,81198979;41,97966292
AUTO-ESCOLA;AUTOESCOLA L'ESTEL;248;PG;General Mendoza;3;;N;;;N;;AL;1;1088;485437;4647859;485343;4647654;2,82307994;41,98075227
ESTACIÓ DE SERVEI I RENTAT DE VEHICLES;BP;56;CR;Barcelona;236;;N;238;;N;;;;3647;484036;4644568;483942;4644363;2,80625791;41,95108407
VENDA A L'ENGROS ARTS.PERFUMERIA;DIFUSIÓ 9;612;CR;Sèquia;22;;N;;;N;;BS;2;3940;485092;4648127;484998;4647922;2,81890861;41,98315959
PERRUQUERIA-SALO BELLESA, VDA.PERFUMERIA;PERRUQUERIA GIRAME;330;RB;Llibertat;32;;N;;;N;;1;;5747;485538;4648191;485444;4647986;2,82429093;41,98374435
BAR;MARESME;311;CR;Josep Maria Prat i Roca;8;;N;;;N;;BS;A;7555;483864;4649460;483770;4649255;2,80404813;41,9951412
VENDA DE QUEVIURES;;186;CR;Emili Grahit;48;;N;;;N;;BS;2;2111;485616;4647075;485522;4646870;2,82525988;41,97369433
OFICINA BANCÀRIA;BARCLAYS BANK;260;CR;Jaume I;62;;N;;;N;;BS;;1152;485160;4647977;485066;4647772;2,81973327;41,98180988
LLIBRERIA;MIRABET  LLIBRERIA PAPERERIA;358;CR;Marquès de Caldes de Montbui;41;;N;;;N;;BS;2;2386;484941;4646617;484847;4646412;2,81712458;41,96955663
VENDA DE ROBA;GM;272;CR;Hortes;10;;N;;;N;;BS;1;3787;485442;4648302;485348;4648097;2,8231293;41,98474232
VENDA DE CALCAT.;CASA PIJAUME;330;RB;Llibertat;13;;N;;;N;;;;5769;485504;4648199;485410;4647994;2,82388029;41,98381578
VENDA A L(ENGROS APARELLS RADIO I TV;S.T. MARÉS;242;CR;Garrotxa;5;;N;;;N;;BS;1;4742;484287;4647514;484193;4647309;2,80920748;41,97762283
OPTICA I VENDA APARELLS AUDITIUS;COTTET;296;CR;Joan Maragall;19;;N;;;N;;BS;2;1348;485330;4647747;485236;4647542;2,82179114;41,97974154
SALA DE FESTES AMB ESPECTACLE;LA VIA;454;CR;Pedret;66;;N;;;N;;BS;;6690;485719;4649224;485625;4649019;2,82645072;41,99305154
ARMERIA;ESCATIDOR MARTINEZ;260;CR;Jaume I;32;;N;;;N;;;;4013;485194;4648260;485100;4648055;2,82013655;41,98435941
VENDA DE QUEVIURES;;332;PL;Llimoner;5;;N;;;N;;;;635;487063;4647186;486969;4646981;2,84272233;41,97471922
SERVEI DE PERRUQUERIA;NOVA IMATGE PERRUQUERS;262;CR;Riu Güell;117;;N;;;N;;BS;;5617;484418;4647514;484324;4647309;2,81078871;41,97762543
COPISTERIA;GIROASSIST SL;184;CR;Francesc Eiximenis;19;;N;;;N;;BS;;3765;485298;4648286;485204;4648081;2,82139136;41,98459553
VENDA DE ROBA CONFECCIONADA;PSEUDÒNIM;350;CR;Josep Maluquer i Salvador;16;;S;;;N;;BS;;1430;485280;4647405;485186;4647200;2,82119618;41,97666032
BAR;LA TERRA;51;CR;Ballesteries;23;;N;;;N;;BS;;6004;485578;4648427;485484;4648222;2,82476799;41,98587066
HOTEL;Hotel Costabella;227;AV;França;61;;N;;;N;;;;7325;485049;4649843;484955;4649638;2,81834577;41,99861419
OPTICA;NOVOPTICA;196;PL;Salvador Espriu;5;;N;;;N;;BS;;1092;485419;4647808;485325;4647603;2,82286393;41,9802926
PERRUQUERIA MIXTA;PERRUQUERIA 21;229;CR;Francesc de Ciurana i Hernández;21;;N;;;N;;EN;2;2670;485037;4647416;484943;4647211;2,81826282;41,9767548
INSTAL.LACIO I REPARACIO D`ANTENES;ELECTRODOMÈSTICS CASELLAS;411;CR;Montseny;68;;N;;;N;;;;5244;483788;4647267;483694;4647062;2,80319115;41,97538805
OFICINA I EXPOSICIO MATERIAL CONSTRUCCIO;SERGLAZ;354;CR;Manel Quer;6;;N;8;;N;;BS;4;2663;484975;4647309;484881;4647104;2,8175172;41,97578991
VENDA I REPARACIÓ DE MOTOCICLETES;EASY RIDER;186;CR;Emili Grahit;58;;N;;;N;;BS;;1923;485785;4647034;485691;4646829;2,82730066;41,97332813
BAR SENSE ELEMENTS DE COCCIÓ;DOLMA;166;CR;Creu;39;;N;;;N;;BS;1;2634;485147;4647305;485053;4647100;2,81959336;41,97575715
PERRUQUERIA PER HOMES;LA BARBERIA;186;CR;Emili Grahit;22;;N;;;N;;BS;2;1709;485408;4647130;485314;4646925;2,82274801;41,97418587
CONSULTORI ESTOMATOLEG;CLINICA DENTAL DRA. CARME SERRA;74;CR;Tomás de Lorenzana;33;;N;;;N;;4;2;1322;485223;4647589;485129;4647384;2,82050354;41,97831648
BAR RESTAURANT (CAT. 2) SENSE ELEMENTS DE COCCIÓ;ALEXANDER'S;350;CR;Josep Maluquer i Salvador;8;;N;;;N;;BS;;2694;485195;4647426;485101;4647221;2,82016967;41,97684786
SABATERIA;CASA PIJAUME;330;RB;Llibertat;9;;N;;;N;;BS;B;5767;485502;4648186;485408;4647981;2,82385647;41,98369866
PERRUQUERIA;FAUSTÍ PERRUQUERIA;36;CR;Argenteria;13;;N;;;N;;EN;1;5844;485553;4648327;485459;4648122;2,82446865;41,98496953
BAR;SPRITZ;111;PG;José Canalejas;1;;N;;;N;4;BS;L3;3858;485469;4648500;485375;4648295;2,82345033;41,98652614
EQUIP DE COBALTOTERAPIA;CASA DE CULTURA;274;PL;Hospital;6;;N;;;N;;;;1016;485280;4647966;485186;4647761;2,8211821;41,98171306
OBRADOR I VENDA DE PASTISSERIA;PASTISSERIA L'ARTESANA;607;CR;Saragossa;21;;N;0;;N;;BS;;1544;484973;4646812;484879;4646607;2,81750579;41,97131355
OFICINA ADMINISTRATIVA;PROGRUP;569;AV;Sant Francesc;11;;N;;;N;;BS;2;1036;485344;4648023;485250;4647818;2,82195323;41,98222764
BAR;TOLE;186;CR;Emili Grahit;50;;N;;;N;;BS;4;2112;485638;4647069;485544;4646864;2,82552556;41,9736407
BAR RESTAURANT (CAT. 1);BACCUS;186;CR;Emili Grahit;48;;N;;;N;;BS;5;2111;485616;4647075;485522;4646870;2,82525988;41,97369433
DEPENDENCIES DE LA SUBDELEGACIÓ DEL GOVERN;;2;AV;20 de Juny;2;;N;;;N;;BS;;4016;485156;4648230;485062;4648025;2,81967858;41,98408849
OFICINES;INSPECCION PROVINCIAL DE TRABAJO;21;AV;Mariano Álvarez de Castro;4;;N;;;N;;2;;1162;485127;4647926;485033;4647721;2,81933621;41,98134991
VENDA I REAPARACIO MAQ. OFICINES;TE I CO;472;PL;Poeta Marquina;11;;N;;;N;;BS;;1120;485032;4647794;484938;4647589;2,81819282;41,98015923
OFICINES;COL·LEGI OFICIAL DE DECORADORS I DISSENYADORS D'INTERIORS DE GIRONA;317;CR;Juli Garreta;22;;N;;;N;;2;2;1382;485096;4647627;485002;4647422;2,81896961;41,97865633
BOTIGA D'APARELLS ELÈCTRICS;MAT GIRODIS;576;CR;Sant Joan Baptista de La Salle;6;;N;;;N;;BS;1;1272;485392;4647467;485298;4647262;2,82254651;41,97722082
IMPREMTA;IMPREMTA GIRONA;260;CR;Jaume I;82;;N;;;N;;BS;;1194;485293;4647786;485199;4647581;2,82134354;41,9800921
JOIERIA I VENDA ARTS. PORCEL.LANA;JUAN TARRES;427;CR;Nou;18;;N;;;N;;BS;;3684;485235;4648081;485141;4647876;2,820636;41,98274798
VENDA ARTICLES PELLETERIA;CALÇATS AVELLÍ;140;PL;Catalunya;5;;N;;;N;;BS;;89;485509;4648032;485415;4647827;2,82394478;41,98231176
FUSTERIA METAL.LICA;Aluminis Girona SL;454;CR;Pedret;87;B;N;;;N;;;;8984;485533;4649913;485439;4649708;2,82418807;41,99925372
INSTAL·LACIONS FRED, CALOR I AIRE CONDICIONAT;VILAR;125;CR;Carme;36;;N;;;N;;BS;;610;485748;4647160;485654;4646955;2,82685102;41,97446231
AGENCIA IMMMOBILIARIA;FINQUES API MOLAS;140;PL;Catalunya;6;;N;;;N;;BS;5;88;485506;4648020;485412;4647815;2,82390886;41,98220362
FUSTERIA;FUSTERIA SASTRE;576;CR;Sant Joan Baptista de La Salle;32;;N;;;N;;BS;3;1368;485072;4647559;484978;4647354;2,81868164;41,97804342
;Armeria Girona;593;CR;Santa Clara;46;;N;;;N;;BS;;3740;485473;4648268;485379;4648063;2,82350436;41,98443667
VENDA DE PAPER PINTAT i MOQUETES;;575;PG;Sant Joan Bosco;102;;N;;;N;;BS;;7203;485626;4651056;485532;4650851;2,82528295;42,00955001
SABATERIA;CALÇATS PINK;593;CR;Santa Clara;55;;N;;;N;;BS;;3798;485452;4648350;485358;4648145;2,82324882;41,98517482
FUSTERIA;FUSTERIA GERMANS VAQUERO;629;CR;Tarragona;5;;N;;;N;;;;4575;484537;4647096;484443;4646891;2,81223611;41,97386299
BAR-CAFETERIA;S-BAR-JO;166;CR;Creu;5;;N;;;N;;BS;;1528;485436;4647231;485342;4647026;2,82308346;41,97509606
DESPATX PREFESSIONAL APARELLADOR;PROMOTORA J. C. COSTA S.L.;169;TR;Creu;6;;N;;;N;;EN;3;1409;485337;4647423;485243;4647218;2,82188373;41,9768235
PERRUQUERIA SENYORES;PERRUQUERIA OLGA TAULER;60;CR;Bassegoda;7;;N;;;N;;BS;;5117;483945;4647420;483851;4647215;2,80508196;41,97676929
FOTOCOMPOSICIO i FOTOGRAVATS;PERE TRAMA;41;CR;Atlàntida;6;;N;;;N;;;;4750;484240;4647496;484146;4647291;2,80864065;41,97745977
VENDA DE DOLCOS;PASTISSERIA MONTSERRAT;556;CR;Rutlla;151;;N;;;N;;BS;;1897;485415;4646793;485321;4646588;2,82284088;41,97115075
PERRUQUERIA SENYORES;PERRUQUERIA SENYORES JOSEP;421;CR;Narcís Monturiol;31;;N;;;N;;;;5590;484506;4647614;484412;4647409;2,81184827;41,97852784
CAFETERIA-RESTAURANT;GARBÍ;474;PL;Pompeu Fabra;13;;N;;;N;;BS;3;1047;485403;4647928;485309;4647723;2,82266781;41,9813731
OPTICA;GENERAL OPTICA;427;CR;Nou;14;;N;;;N;;BS;;3699;485286;4648087;485192;4647882;2,82125149;41,98280298
OFICINA BANCÀRIA;BBVA;296;CR;Joan Maragall;36;;N;;;N;;BS;3;1367;485171;4647548;485077;4647343;2,8198769;41,97794622
BAR;EL RACÓ DE L'ÀVIA;478;CR;Pont Major;121;;N;;;N;;BS;;7180;485687;4651486;485593;4651281;2,8260091;42,01342397
VENDA D'ANIMALS DOMESTICS;PAJARERIA PIT-ROIG;125;CR;Carme;63;;N;;;N;;BS;2;366;485562;4647616;485468;4647411;2,8245948;41,97856596
AGENCIA DE PUBLICITAT GENERAL;AMR PUBLICITAT S.L.;56;CR;Barcelona;3;;N;;;N;;1;;1161;485113;4647916;485019;4647711;2,81916747;41,98125958
CONSULTORI ODONTOLOGIA;DR. PERE CAMPISTOL PLANA;56;CR;Barcelona;47;;N;;;N;;EN;B;1373;485008;4647575;484914;4647370;2,81790872;41,97818631
BAR;TASCA DE L'ESTUDIANT;558;CR;Sant Agustí;36;;N;;;N;;BS;;2115;485260;4646685;485166;4646480;2,82097286;41,97017513
SUCURSAL BANCÀRIA;LA CAIXA;260;CR;Jaume I;88;;N;;;N;;BS;;1350;485364;4647740;485270;4647535;2,82220172;41,97967912
CONSULTORI MEDIC;DR. JOAN TITUS i BOHER;14;CR;Albereda;15;;N;;;N;;BS;;98;485518;4647957;485424;4647752;2,82405527;41,98163642
CONSULTORI MEDIC;DR. LUIS GUISASOLA GORROCHATEGUI, DERMATOLEG;296;CR;Joan Maragall;53;;N;;;N;;EN;D;2689;485148;4647376;485054;4647171;2,81960364;41,97639664
ELABORACIÓ I VENDA DE PA I VENDA DE PASTISSERIA;FLECA CROISSANTERIA PILAR;375;CR;Maçana;5;;N;;;N;;BS;2;4763;484202;4647442;484108;4647237;2,80818343;41,97697264
VENDA ANIMALS I ACCESORIS;MULTIFAUNA GIRONA;169;TR;Creu;31;;N;;;N;;BS;;1508;485321;4647250;485227;4647045;2,82169494;41,97526505
FERRETERIA;;446;CR;Pare Coll;8;;N;;;N;;BS;1;5505;484594;4647547;484500;4647342;2,81291224;41,97792612
PERFUMERIA;;209;RD;Ferran Puig;3;;N;;;N;;BS;;3916;485064;4648043;484970;4647838;2,81857275;41,9824025
MUNTATGES TELEFONICS.;TEIMSA;354;CR;Manel Quer;8;;N;;;N;;BS;;2663;484975;4647309;484881;4647104;2,8175172;41,97578991
PERRUQUERIA PER SENYORES;PERRUQUERIA JOAQUIMA;556;CR;Rutlla;22;;N;;;N;;BS;2;1299;485450;4647573;485356;4647368;2,82324396;41,97817661
BAR SENSE ELEMENTS DE COCCIÓ I LLIBRERIA;CAFÈ QUIOSC DELGADO;446;CR;Pare Coll;6;;N;;;N;;BS;3;5504;484592;4647524;484498;4647319;2,8128887;41,97771893
ESTACIÓ DE SERVEI AMB TÚNEL DE RENTAT I INSTAL·LACIÓ DE GLP;REPSOL;56;CR;Barcelona;208;;N;;;N;;BS;;3558;484433;4645832;484339;4645627;2,81101438;41,96247649
SALO DE BELLESA PERRUQUERIA;;472;PL;Poeta Marquina;2;;N;;;N;;BS;1;1097;485049;4647912;484955;4647707;2,81839502;41,98122234
VENDA FUSTES I PINTURES;COSME DOMINGO, SA;566;CT;Sant Feliu;10;;N;;;N;;;;694;486565;4646762;486471;4646557;2,83672122;41,97089203
Vda A LA PETITA CATIFES TEIXITS VANOS;CAL REI;427;CR;Nou;25;;N;;;N;;BS;;3660;485301;4648060;485207;4647855;2,82143324;41,98256008
CONSULTORI MEDIC;;56;CR;Barcelona;65;;N;;;N;;2;2;1539;484921;4647229;484827;4647024;2,81686747;41,97506834
CONSULTORI MEDIC;DR. J. Mª GARCIA CASTANY - GINECOLEG;569;AV;Sant Francesc;38;;N;;;N;;2;;3656;485212;4648055;485118;4647850;2,82035901;41,98251338
CAFETERIA;EL KIU;144;CR;Caterina Albert;1;;N;;;N;;BS;;4075;484611;4648249;484517;4648044;2,81309902;41,98424913
RESTAURANT;IL VIAGGIO;386;CR;Migdia;80;;N;82;;N;;BS;1;1681;485085;4646705;484991;4646500;2,81886027;41,97035197
BAR RESTAURANT;LA LLARGA;569;AV;Sant Francesc;11;;N;;;N;;BS;;1036;485344;4648023;485250;4647818;2,82195323;41,98222764
SALO RECREATIU MAQUINES TIPUS A;Sala de jocs Girona;111;PG;José Canalejas;1;;N;;;N;;BS;;3858;485469;4648500;485375;4648295;2,82345033;41,98652614
VENDA MAT.ESCRIPTORI I COP. DOCUMENTS;STEIN;386;CR;Migdia;11;;N;;;N;;BS;;1428;485260;4647409;485166;4647204;2,82095467;41,97669597
ESTACIÓ DE SERVEI I RENTAT DE VEHICLES;REPSOL;596;CR;Santa Eugènia;122;;N;;;N;;BS;;4833;484199;4647567;484105;4647362;2,80814385;41,97809842
OFICINES;MUDANCES INTERNACIONALS DEL TER;596;CR;Santa Eugènia;57;;N;;;N;;BS;;5570;484545;4647709;484451;4647504;2,81231652;41,97938424
BAR;DERMA;446;CR;Pare Coll;4;;N;;;N;;BS;2;5497;484617;4647471;484523;4647266;2,81319186;41,97724207
MERCERIA;ANFRA;512;CR;Ramon Muntaner;1;;N;;;N;;BS;7;5500;484639;4647520;484545;4647315;2,81345612;41,97768382
EXPOSICIO TANCADA ELECTRODOMESTICS;BOSCH;29;CR;Anselm Clavé i Camps;1;;N;;;N;;BS;;3796;485456;4648362;485362;4648157;2,82329681;41,98528298
LLIBRERIA PAPERERIA LLOGUER DE VIDEO;Còmics 22, llibreria de butxaca;272;CR;Hortes;22;;N;;;N;;BS;;3808;485356;4648272;485262;4648067;2,82209187;41,98447052
BAR MUSICAL;LOLA CAFÈ;79;CR;Bonaventura Carreras i Peralta;7;;N;;;N;;BS;1;5814;485626;4648347;485532;4648142;2,82534941;41,98515101
COMERÇ AL DETALL D'ARTICLES I INSTRUMENTS MUSICALS;MUSICAL EIXIMENIS;184;CR;Francesc Eiximenis;16;;N;;;N;;;;3816;485327;4648288;485233;4648083;2,82174139;41,98461409
VENDA DE ROBA INFANTIL;COOKIES;330;RB;Llibertat;23;;N;;;N;;BS;2;5774;485516;4648233;485422;4648028;2,82402431;41,98412223
CONSULTORI MEDIC DE TOCOGINECOLOGIA.;DR. XAVIER YMBERT ROSA, TOCOGINECOLOGIA;229;CR;Francesc de Ciurana i Hernández;2;;N;;;N;;EN;2;1398;485127;4647499;485033;4647294;2,81934704;41,97750407
PERRUQUERIA DE SENYORES;PERRUQUERIA SENYORES AVINGUDA;585;AV;Sant Narcís;6;;N;;;N;;BS;;5541;484655;4647704;484561;4647499;2,81364444;41,97934136
ESTACIÓ DE SERVEI;GALP;575;PG;Sant Joan Bosco;8;;N;;;N;;;;6743;485598;4650455;485504;4650250;2,82495959;42,00413651
COMERÇ AL DETALL DE TOTA CLASSE D'ARTICLES;CALLICO;260;CR;Jaume I;35;;N;;;N;;BS;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
CENTRE DE REUNIONS;Església Nova Apostòlica;454;CR;Pedret;1;;N;;;N;;BS;2;6287;485651;4648926;485557;4648721;2,82563703;41,99036632
FÀBRICA D'EMBOTITS I PRODUCTES CÀRNICS;VALENT;727;CR;Castell de Bellaguarda;2;;N;;;N;;BS;;7722;483434;4649485;483340;4649280;2,79885571;41,99535742
BAR-RESTAURANT (CAT. 1);EL MOLI;438;CR;Oviedo;12;;N;;;N;;BS;;4677;484670;4647124;484576;4646919;2,81384065;41,97411778
SERVEIS DE PERRUQUERIA;PERRUQUERIA RISSOS;296;CR;Joan Maragall;31;;N;;;N;;1;;1320;485226;4647546;485132;4647341;2,82054083;41,97792925
DESPATX D'ADVOCAT;ESTEBAN GIBERT UTSET - ECONOMISTA;569;AV;Sant Francesc;15;;N;;;N;;5;;1021;485309;4648021;485215;4647816;2,82153079;41,98220897
CONSULTORI MEDIC;DR. PERE SUBIROS ALSINA;569;AV;Sant Francesc;15;;N;;;N;;2;1;1021;485309;4648021;485215;4647816;2,82153079;41,98220897
BAR;EL CAU DEL LLOP;557;CR;Sacsimort;3;;N;5;;N;;BS;;10813;485641;4648733;485547;4648528;2,82552103;41,98862785
REPARACIO ELECTRODOMESTICS;ARMANGUE;166;CR;Creu;55;;S;;;N;;BS;2;2661;485014;4647355;484920;4647150;2,81798676;41,97620496
BAR;RUTLLA;556;CR;Rutlla;201;;N;;;N;;BS;;2262;485314;4646585;485220;4646380;2,82162709;41,96927548
ASSESORIA FISCAL;COMPUT CONSELLERS DE GESTIÓ;78;CR;Bonastruc de Porta;29;;N;;;N;;2;;3944;485093;4648173;484999;4647968;2,81891952;41,98357392
OFICINA BANCÀRIA;LA CAIXA;585;AV;Sant Narcís;96;;N;;;N;;BS;;5277;484460;4646692;484366;4646487;2,81131744;41,97022278
TALLER DE REPARACIÓ DE VEHICLES;RODI TR;596;CR;Santa Eugènia;190;;N;;;N;;BS;1;5380;483872;4647455;483778;4647250;2,80419987;41,97708303
BAR RESTAURANT;CAN LLORET;289;PL;Independència;14;;N;;;N;;;;3783;485511;4648420;485417;4648215;2,82395933;41,98580638
ELABORACIÓ I VENDA DE MENJARS PER EMPORTAR;RESTAURANT CORT-REIAL;161;CR;Cort Reial;25;;N;;;N;;BS;;5827;485590;4648347;485496;4648142;2,82491482;41,98515035
ENVASAT DE PEIX I VERDURES;DISPUIG;532;CR;Riera Rimau;2;;N;;;N;;;;7481;484184;4649389;484090;4649184;2,80791365;41,99450824
OFICINA BANCÀRIA;BANCO DE SABADELL;358;CR;Marquès de Caldes de Montbui;42;;N;;;N;;BS;;2403;484890;4646599;484796;4646394;2,81650953;41,96939354
TALLER MECANIC DE SERRALLERIA;CADENAS;427;CR;Nou;5;;N;;;N;;BS;;3671;485371;4648057;485277;4647852;2,82227831;41,98253437
OFICINES PROPIES;V. SANCHO MARTAJOSA S.L.;144;CR;Caterina Albert;5;;N;;;N;;EN;D;4073;484624;4648207;484530;4648002;2,81325705;41,98387111
VENDA PA I BOLLERIA;;162;CR;Corunya;10;;N;;;N;;BS;1;5269;484455;4646822;484361;4646617;2,81125365;41,97139355
REPARACIO ELECTRICA DEL AUTOMOBIL;MIQUEL CLOTAS: ELECTRICITAT DE L'AUTOMÒBIL;71;CR;Bernat Boades;12;;N;;;N;;BS;2;4148;484915;4648055;484821;4647850;2,81677381;41,98250773
BOTIGA DE FLORS I PLANTES;AGRIPERPIÑA SL;593;CR;Santa Clara;4;;N;;;N;;BS;;3679;485418;4648037;485324;4647832;2,82284616;41,98235511
PERRUQUERIA;;608;CR;Sardenya;9;;N;;;N;;BS;2;6807;485500;4650549;485406;4650344;2,82377386;42,00498133
SERRALLERIA;SERRALLERIA FERMIN VILALLONGA;123;CR;Carles Rahola;25;;N;;;N;;BS;;1641;484848;4646675;484754;4646470;2,81600067;41,97007724
PASTISSERIA AMB OBRADOR I SERVEI DE BAR;CAN TORNÉS;386;CR;Migdia;51;;N;;;N;;BS;;8940;485251;4647078;485157;4646873;2,82085436;41,97371459
OFICINES(VENDA DE PISOS);PROMOCIONS VINYALS.;386;CR;Migdia;119;;N;;;N;;BS;2;2238;485096;4646639;485002;4646434;2,81899471;41,96975773
ENQUADERNACIO DE LLIBRES(ARTESANAL);;138;CR;Castell de Solterra;7;;N;;;N;;BS;;1918;485816;4646983;485722;4646778;2,82767605;41,97286935
OFICINA BANCARIA;CAIXA PENEDÈS;446;CR;Pare Coll;5;;N;;;N;;BS;1;5607;484555;4647516;484461;4647311;2,81244231;41,97764615
VENDA MENOR FRUITES I VERDURES;GERMANS MERCADERS;358;CR;Marquès de Caldes de Montbui;48;;N;;;N;;BS;3;2361;484924;4646582;484830;4646377;2,81692031;41,96924107
VENDA A LA PETITA LLIBRES I REVISTES;LLIBRERIA 22;186;CR;Emili Grahit;59;;N;61;;N;;BS;2;1504;485322;4647206;485228;4647001;2,82170811;41,97486878
VENDA A LA PETITA DE VESTITS DE PUNT;LES OPORTUNITATS SANTI GIRONA;556;CR;Rutlla;7;;N;;;N;;BS;;1249;485490;4647599;485396;4647394;2,82372614;41,97841152
VENDA A L'ENGROS AP.ELECTRICS DOMESTICS;COMERCIAL MATEU ELÈCTRIC;302;CR;Joaquim Botet i Sisó;9;;N;;;N;;BS;;1963;485650;4646905;485556;4646700;2,82567441;41,97216382
BAR;SANTA  ANNA;585;AV;Sant Narcís;117;;N;;;N;;BS;2;4880;484449;4646516;484355;4646311;2,81118934;41,96863738
REP. VEHICLES AUTOM.BICI.I ALTRES VEHI.;AUTO RUTLLA SC;556;CR;Rutlla;124;;N;;;N;;BS;2;1692;485339;4647135;485245;4646930;2,82191507;41,97422962
REPARACIO DE CALÇAT;ZUPI;296;CR;Joan Maragall;39;;N;;;N;;BS;1;2711;485180;4647470;485086;4647265;2,81998751;41,97724387
VENDA PRODUCTES TEXTILS PER LA LLAR;NOVA LLAR;596;CR;Santa Eugènia;61;;N;;;N;;BS;;5568;484529;4647695;484435;4647490;2,81212375;41,97925783
SUPERMERCAT D'ALIMENTACIÓ;CAPRABO;454;CR;Pedret;103;;N;;;N;;BS;;6797;485519;4650240;485425;4650035;2,82401094;42,00219863
VENDA ARTICLES PAPERERIA A LA PETITA;MONTGRÀFIC;36;CR;Argenteria;10;;N;;;N;;BS;2;5819;485565;4648301;485471;4648096;2,82461415;41,98473558
OFICINES  ASSEGURANCES;SCHWEIZ ASSEGURANCES;248;PG;General Mendoza;7;;N;;;N;;EN;2;1091;485465;4647681;485371;4647476;2,82342234;41,9791496
SUPERMERCAT;NOVAVENDA;575;PG;Sant Joan Bosco;3;B;N;;;N;;BS;3;6805;485538;4650519;485444;4650314;2,82423348;42,00471183
